username,date,retweets,favorites,text,hashtags
ChadJamesSpeaks,2017-10-07 20:31,0,0,Virgin America Credit Card to Expire After Airline Merger https://www. nerdwallet.com/blog/credit-ca rds/virgin-america-credit-card-to-expire-after-airline-merger/#.Wdlx6ecEETA.twitter … #VirginAmerica #CommenityBank,# #VirginAmerica #CommenityBank
Pikaroth,2017-10-07 18:58,0,0,"Our plane has arrived! Disneyland, here we come! #disney #waltdisney #disneyland #virginamerica … https://www. instagram.com/p/BZ9uNmBhq72/",#disney #waltdisney #disneyland #virginamerica
mermaidrhea,2017-10-07 17:48,0,1,Day triiiiips. #airplaneviews #rockymountains #virginamerica https://www. instagram.com/p/BZ9mKtYggOE/,#airplaneviews #rockymountains #virginamerica
BFPTravel,2017-10-07 12:40,0,1,Check out this behind the scenes #photography from a #VirginAmerica flight attendant http:// ow.ly/QvdB30fGpJX @CNNTravel #travel #bts,#photography #VirginAmerica #travel #bts
foppish_bum,2017-10-07 06:53,1,0,The windows were so scratched up and dirty on #N626VA #VirginAmerica 1418. This was seat 1A. #AvGeek #AviationGe … http:// ift.tt/2y6U0Ou pic.twitter.com/jZ1KZ0RGcw,#N626VA #VirginAmerica #AvGeek #AviationGe
foppish_bum,2017-10-07 01:20,0,0,So pink! Losing my #ElevateGold status at the end of this year. #VirginAmerica 1418 #Airbus #A320 #AvGeek #Aviatio … http:// ift.tt/2wDr3qb pic.twitter.com/rQEUTCqraB,#ElevateGold #VirginAmerica #Airbus #A320 #AvGeek #Aviatio
DesthaPermadi,2017-10-06 22:36,0,0,Evening rush #a320 #flybyebaby #seatac #virginamerica #planeaddict #avgeek @Seattle-Tacoma… https://www. instagram.com/p/BZ7iVc8H5sU/,#a320 #flybyebaby #seatac #virginamerica #planeaddict #avgeek
EugenMPax,2017-10-06 19:03,0,0,@VirginAmerica Nicole McPherson at FLL is amazing. Great customer service. Signed - a happy customer. #AlaskaAirlines #VirginAmerica,#AlaskaAirlines #VirginAmerica
KareenY86,2017-10-06 13:55,0,0,Best flight ever! #VirginAmerica #LAbound @Virgin America Flight 321 To Lax https://www. instagram.com/p/BZ6mA35ALzW/,#VirginAmerica #LAbound
PointsLounge,2017-10-06 12:37,0,0,"#RIP , Redwood. #VirginAmerica #AlaskaAirlines #Travel #TT #TTOT https:// twitter.com/OneMileataTime /status/916339904015228928 …",#RIP #VirginAmerica #AlaskaAirlines #Travel #TT #TTOT
Aviationizer,2017-10-06 07:26,0,0,#VirginAmerica flights become #Alaska next April http:// aviation.trendolizer.com/2017/10/virgin -america-flights-become-alaska-next-april.html … pic.twitter.com/jUJht208fs,#VirginAmerica #Alaska
Speedbird007,2017-10-06 03:28,0,2,A321neo looking awesome in #virginamerica livery Craig,#virginamerica
dcaspotting,2017-10-05 20:36,11,43,Finally caught the A321 Neo! #flying #avgeek #aviation #airbusa321neo #virginamerica pic.twitter.com/3z8KNwmChj,#flying #avgeek #aviation #airbusa321neo #virginamerica
FlyGlobeHopper,2017-10-05 20:36,0,0,Awesome Deals departing #SanFrancisco on #VirginAmerica http:// bit.ly/2xhWjz8 #travel #bayarea #SFO pic.twitter.com/5IPmbpOHMg,#SanFrancisco #VirginAmerica #travel #bayarea #SFO
speedkitty,2017-10-05 16:57,0,1,Cotton ball cloudscape #altocumulus #iloveclouds #virginamerica #dallastosf https://www. instagram.com/p/BZ4WuLpnBfY/,#altocumulus #iloveclouds #virginamerica #dallastosf
trueviralnews,2017-10-05 14:13,0,0,This Flight Attendant Shares Photos Of ... #FlightAttendants #VirginAmerica #VirginAmericaBehindTheScenes #news http:// wp.me/p7twou-crfI,#FlightAttendants #VirginAmerica #VirginAmericaBehindTheScenes #news
merv,2017-10-05 12:29,0,2,"Kudos to #virginamerica - as usual, they're watching twitter and immediately responded to a question i had. Why we love this airline.",#virginamerica
merv,2017-10-05 11:58,0,0,"Hm. Nobody at #virginamerica desk at MCO. I'm early, but this is unexpected.",#virginamerica
davidfransen1,2017-10-04 22:01,0,0,Best airline! #virginamerica #sfo @San Francisco International Airport https://www. instagram.com/p/BZ2Uv6hAzGq/,#virginamerica #sfo
localmarke,2017-10-04 19:00,0,2,#QuoteWednesday #Quote #RichardBranson #VirginAmerica #Inspiration #Motivation #Opportunities #LocalMarkeLLC pic.twitter.com/qh0U2sUNTe,#QuoteWednesday #Quote #RichardBranson #VirginAmerica #Inspiration #Motivation #Opportunities #LocalMarkeLLC
domkingston,2017-10-04 18:04,0,0,Ready to go home. #LasVegas #McCarranAirport #VirginAmerica @Virgin… https://www. instagram.com/p/BZ13sC5AnKi1 J7qbz84_3fSr9sTBbLQ4Uk4USg0/ …,#LasVegas #McCarranAirport #VirginAmerica
domkingston,2017-10-04 17:47,0,0,Ready to go home. #LasVegas #McCarranAirport #VirginAmerica @Virgin… https://www. instagram.com/p/BZ13sC5AnKi1 J7qbz84_3fSr9sTBbLQ4Uk4USg0/ …,#LasVegas #McCarranAirport #VirginAmerica
OlivaPro,2017-10-04 17:07,0,0,#hisandhers #bacardi #baileys #virginamerica #foml @Las Vegas… https://www. instagram.com/p/BZ1zKMmh9EHF byVAFDbeiTgGQ2wn_ga2_BtnuA0/ …,#hisandhers #bacardi #baileys #virginamerica #foml
DuchessofDermis,2017-10-04 16:52,0,0,Back in Cali #california #virginamerica #baby #grandbaby #sanfrancisco #family #fly #clouds … https://www. instagram.com/p/BZ1xaAuHswz/,#california #virginamerica #baby #grandbaby #sanfrancisco #family #fly #clouds
OlivaPro,2017-10-04 15:27,0,0,#foml #lovetrip #virginamerica #skullisland @LAX - Los Angeles… https://www. instagram.com/p/BZ1nnOpBNHJ7 0AA34_o565LUkGxFPDYgeGBh3U0/ …,#foml #lovetrip #virginamerica #skullisland
BlackCatStyling,2017-10-04 13:44,0,0,NYC BOUND Going to use my #vintage coat collar as my pillow #virginamerica #feelingcosy @… https://www. instagram.com/p/BZ1b62pl4U9/,#vintage #virginamerica #feelingcosy
PEEPERSJ,2017-10-04 13:31,0,0,Really #virginamerica I have a 6 hr flight w a back injury and only my seat is broken/missing the button to recline. #ididntpay4this pic.twitter.com/hQDBMRvabl,#virginamerica #ididntpay4this
TimLawyermahone,2017-10-04 09:51,0,0,Ready to fly to see my girl. Can’t wait it’s been a long time #virginamerica #chicagoohare @… https://www. instagram.com/p/BZ1BPrSAgwf/,#virginamerica #chicagoohare
pldxorg,2017-10-04 09:50,0,0,#RichardBranson Proves True #Leadership Comes Down to 1 Rare Trait: https:// buff.ly/2gb83cp by @MarcelSchwantes #VirginAmerica pic.twitter.com/xEPVneC27U,#RichardBranson #Leadership #VirginAmerica
Aviationizer,2017-10-04 09:48,0,0,Review: #VirginAmerica Main Cabin Select - One Mile at a Time #Alaska #Washington http:// aviation.trendolizer.com/2017/10/review -virgin-america-main-cabin-select---one-mile-at-a-time.html … pic.twitter.com/9WXhH1ZRt9,#VirginAmerica #Alaska #Washington
foppish_bum,2017-10-04 09:46,1,1,Can’t think of something deep to write. #VirginAmerica #Airbus #A320 a few weeks ago heading to LA. #AvGeek #Avi … http:// ift.tt/2yWlcOd pic.twitter.com/S14KixcyYh,#VirginAmerica #Airbus #A320 #AvGeek #Avi
jboyejacob,2017-10-04 08:29,0,0,https://www. inc.com/marcel-schwant es/in-his-farewell-letter-to-virgin-america-richard-branson-displays-this-1-rare-leadership-trait.html … #virginamerica . Care from the top. Heartwarming to see.,#virginamerica
patriciadcdc,2017-10-04 00:52,0,1,"#VirginAmerica 's OT 3 crew on the SFO-Dulles route needs #Trader Joe employee training. They were a cold bunch, straight from Alaska's ice.",#VirginAmerica #Trader
HUGE816,2017-10-03 21:12,0,0,How far along are discussions and what is the possibility of #VirginAmerica reincarnating? #USAAirlinesSUCK,#VirginAmerica #USAAirlinesSUCK
connorsplace,2017-10-03 18:42,0,1,It’s time for an adventure. #NewYork #Vacation #VirginAmerica pic.twitter.com/Yc0hLKCVmK,#NewYork #Vacation #VirginAmerica
Floodauction,2017-10-03 16:03,1,0,#alaskaairlines #alaskaair #virginamerica #virginairlines #flights #airtravel #airline #airlines … https://www. instagram.com/p/BZzG79ugNPf/,#alaskaairlines #alaskaair #virginamerica #virginairlines #flights #airtravel #airline #airlines
mcbluester118,2017-10-03 10:04,0,1,First time flying Virgin America! #virginamerica #travel #NewYork #london #paris #italy #vacation pic.twitter.com/Au2K7GqucR,#virginamerica #travel #NewYork #london #paris #italy #vacation
dtyagi,2017-10-03 09:53,0,1,@AlaskaAir - I don't fly #VirginAmerica even if cheaper. I bought this tkt w/ u but had same issues I had a year ago with them. Plz fix them,#VirginAmerica
theeBryanDodds,2017-10-03 09:37,0,3,Here...I....go! #latonyc #virginamerica #work #actorslife #stuntlife #entertainer #ashvsevildead #starz pic.twitter.com/ltECg3jW9m,#latonyc #virginamerica #work #actorslife #stuntlife #entertainer #ashvsevildead #starz
DanielJCruz,2017-10-03 08:34,0,0,"Time to fly #virginamerica #sfo (@Chicago O'Hare International Airport in Chicago, IL) https://www. swarmapp.com/c/9sM3VyvEjkB pic.twitter.com/RYKDcpeO9K",#virginamerica #sfo
Continental1K,2017-10-03 08:19,1,0,Looks like @AlaskaAir is not converting @VirginAmerica 's @askcomenity #creditcard holders. #comenity #virginamerica #alaskaair #merger pic.twitter.com/V2ZmlSpjeB,#creditcard #comenity #virginamerica #alaskaair #merger
goldengirlgigi,2017-10-03 08:18,0,0,BARBEE BITCH #TURN UP THE LIGHTS IN HERE BABY BARBEE LITES BARBEE FLIGHTS #VIRGINAMERICA … https://www. instagram.com/p/BZyRxYFB2Zz/,#TURN #VIRGINAMERICA
campusmoviefest,2017-10-02 17:51,0,2,We're switching up our in-flight movies once again! Did your film make it to the skies? #VirginAmerica #CMFinFlight https:// campusmoviefest.com/va pic.twitter.com/xtAN7C4x1u,#VirginAmerica #CMFinFlight
TheJohnRiddle,2017-10-02 17:20,0,0,"@AlaskaAir , cool, and now just got the notification about my #VirginAmericaVisa card closing. The fun times continue... #VirginAmerica #Visa",#VirginAmericaVisa #VirginAmerica #Visa
c_kim,2017-10-02 10:28,0,0,#jetsetting to #boulder for work #travel #norahtales #sfo #virginamerica #dogsofinstagram @… https://www. instagram.com/p/BZv75sXnhMp/,#jetsetting #boulder #travel #norahtales #sfo #virginamerica #dogsofinstagram
AvgeekMel,2017-10-02 03:00,9,29,A319 N522VA @VirginAmerica passing in front of the tower at @LASairport #avgeek #VirginAmerica #A319 #LAS #Aviation #Airbus pic.twitter.com/FZApHgixdW,#avgeek #VirginAmerica #A319 #LAS #Aviation #Airbus
romesf415,2017-10-01 16:58,0,0,View of #sanfrancisco from the sky. #virginamerica #picoftheday #photooftheday https://www. instagram.com/p/BZuDrL7l_Ju/,#sanfrancisco #virginamerica #picoftheday #photooftheday
romesf415,2017-10-01 16:44,0,3,#raindrops #pdx #portland #virginamerica #picoftheday #photooftheday #airport @Portland… https://www. instagram.com/p/BZuCE8pl3Yq/,#raindrops #pdx #portland #virginamerica #picoftheday #photooftheday #airport
TravelExplored,2017-10-01 10:15,0,0,Sharing my experience of #VirginAustralia and #VirginAmerica travelling from #Brisbane to #Seattle http://www. travelexplored.com/brisbane-seatt le/ … pic.twitter.com/MmMyypm6n7,#VirginAustralia #VirginAmerica #Brisbane #Seattle
ChadJamesSpeaks,2017-10-01 01:01,0,0,"Netflix Takes to Skies, Pitching Airlines on In-Flight Streaming Tech http:// variety.com/2017/digital/n ews/netflix-airlines-in-flight-streaming-technology-free-wifi-b1202569965/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom&utm_id=1202569965 … #VirginAmerica #Netflix",#utm_medium #VirginAmerica #Netflix
yazb,2017-10-01 00:47,0,0,A sweet view earlier today on my way home #virginamerica https://www. instagram.com/p/BZsUh1tArgl/,#virginamerica
lwsantiago,2017-09-30 21:19,0,0,#virginamerica #tillthewheelsfalloff #moodlight #ride #airbus #crewfie #sanfrancisco #sfo … https://www. instagram.com/p/BZr8trtAkQu/,#virginamerica #tillthewheelsfalloff #moodlight #ride #airbus #crewfie #sanfrancisco #sfo
vbella23,2017-09-30 14:40,0,0,Afternoon wind down on #VirginAmerica Flight iPad Water Bailey's Autopilot Kit - eye mask to… https://www. instagram.com/p/BZrOGgSDUcc/,#VirginAmerica
ashleyelainexo,2017-09-30 11:52,0,0,#VirginAmerica,#VirginAmerica
bjleidl,2017-09-30 09:37,0,0,#virginamerica #airbus #a320214 #realsteel #n842va at #san #avgeek #instaaviation #instaplanes @… https://www. instagram.com/p/BZqsYhShnq0/,#virginamerica #airbus #a320214 #realsteel #n842va #san #avgeek #instaaviation #instaplanes
mermaidrhea,2017-09-29 21:50,0,0,I have the song from our safety video stuck in my head & now is not the time for this. #virginamerica #tryingtosleep,#virginamerica #tryingtosleep
ILoveFashionDuh,2017-09-29 21:41,0,0,I will NEVERR fly coach again!! I have to fly first class for now on.I was literally about to cry #VirginAmerica I still love you though,#VirginAmerica
BSocialNetworks,2017-09-29 05:54,0,0,#VirginAmerica deja de existir pronto. Un legado de #RichardBranson #MarketingTurístico http:// bit.ly/2o2UYpG pic.twitter.com/GfwqjtxbwG,#VirginAmerica #RichardBranson #MarketingTur
sara_armitage,2017-09-28 16:15,0,0,Can't wait!! #holiday #virginholidays #virginamerica #america #usa #newyork #nyc … https://www. instagram.com/p/BZmQbQZnTEX/,#holiday #virginholidays #virginamerica #america #usa #newyork #nyc
LynnBurns11,2017-09-28 13:51,0,0,Back in the Southwest! #labound #lbtravels #virginamerica #branson #workandplay #la … https://www. instagram.com/p/BZl_6RMnKZi/,#labound #lbtravels #virginamerica #branson #workandplay #la
DesthaPermadi,2017-09-28 11:59,0,0,Evening rush #a321neo #neokidontheblock #virginamerica #avgeek #seatac @Seattle-Tacoma… https://www. instagram.com/p/BZlzJALn4Ke/,#a321neo #neokidontheblock #virginamerica #avgeek #seatac
ZDresler,2017-09-28 00:31,0,2,On a #VirginAmerica flight waiting to gate but can't because a #United flight broke down in front of us proving United will fuck you always,#VirginAmerica #United
kellarussell,2017-09-27 07:43,4,16,When you're actually in seat 7a. @DierksBentley #VirginAmerica pic.twitter.com/OfJxTqIiHB,#VirginAmerica
PhilHoffmannBiz,2017-09-26 21:52,0,0,Last chance to book #VirginAmerica flights using #Velocity points http:// bit.ly/2xIQkCp #TravelTips #RewardsPoints pic.twitter.com/QrJVSk1tvB,#VirginAmerica #Velocity #TravelTips #RewardsPoints
BrianCalhoun,2017-09-26 16:48,0,0,It’s about to go down #emptyrow #virginamerica #lax @LAX - Los Angeles International Airport https://www. instagram.com/p/BZhKb7nHv1H/,#emptyrow #virginamerica #lax
Aviationizer,2017-09-26 10:38,0,1,#VirginAmerica fare sale - as low as $49 plus sale to #Hawaii - Points with a Crew #westcoast #SanFrancisco ... http:// aviation.trendolizer.com/2017/09/virgin -america-fare-sale---as-low-as-49-plus-sale-to-hawaii---points-with-a-crew.html … pic.twitter.com/JkKQDjCNWa,#VirginAmerica #Hawaii #westcoast #SanFrancisco
RecruiterZoe,2017-09-26 09:35,0,0,Food & water collected in the states is sitting in storage. #richardbranson #virginamerica PLEASE #HelpPuertoRico https://www. facebook.com/NowThisNews/vi deos/1611104595646325/ …,#richardbranson #virginamerica #HelpPuertoRico
RecruiterZoe,2017-09-26 09:34,0,0,Food & water collected in the states is sitting in storage. #virginamerica #virginatlantic PLEASE #HelpPuertoRico https://www. facebook.com/NowThisNews/vi deos/1611104595646325/ …,#virginamerica #virginatlantic #HelpPuertoRico
flydealfare,2017-09-26 01:12,0,0,"#VirginAmerica Reviews, #BaggagePolicies , & Specific Allowances! #Reviews #carryonbaggage #virginbaggagepolicy http:// blog.flydealfare.com/virgin-america -reviews-baggage-policies-specific-allowances/ … pic.twitter.com/6zjzCrbefi",#VirginAmerica #BaggagePolicies #Reviews #carryonbaggage #virginbaggagepolicy
BenjaminArnulf,2017-09-25 21:11,0,0,When you Fly #AmericanAirlines and #VirginAmerica is passing you at the last minute... well done. You won! @VirginAmerica @AmericanAir pic.twitter.com/OuNy7hiWp8,#AmericanAirlines #VirginAmerica
ChamberlinChris,2017-09-25 20:06,0,0,Final call: This week is your *very last chance* to book #VirginAmerica flights with Velocity points https://www. ausbt.com.au/last-chance-to -book-virgin-america-flights-using-velocity-points … #VX #USA pic.twitter.com/xAfFHA7V58,#VirginAmerica #VX #USA
JessicaSarahS,2017-09-25 17:28,0,0,Going home. #lasvegas #virginamerica #airport #flight #vacation @McCarran International Airport https://www. instagram.com/p/BZeqUx9nMl2/,#lasvegas #virginamerica #airport #flight #vacation
Viajareslomio,2017-09-25 12:44,0,0,#AlaskaAirlines y #VirginAmerica lanza una ruta de #SanFrancisco a #NuevaOrleans - http:// turismo.viajareslomio.es/alaskaairlines -y-virginamerica-lanza-una-ruta-de-sanfrancisco-a-nuevaorleans/ … pic.twitter.com/B0ZaHqqUhq,#AlaskaAirlines #VirginAmerica #SanFrancisco #NuevaOrleans
ChadJamesSpeaks,2017-09-24 21:22,0,0,Virgin America Safety Video #VXsafetydance #VirginAmerica https://www. youtube.com/watch?v=DtyfiP IHsIg&feature=share …,#VXsafetydance #VirginAmerica
JeetendrSehdev,2017-09-24 11:33,104,165,Heading to the #UnitedNations in my fight against #modernslavery #LAX #NYC #SundayMorning #VirginAmerica pic.twitter.com/U9Pj5SJ6hs,#UnitedNations #modernslavery #LAX #NYC #SundayMorning #VirginAmerica
johnmauck,2017-09-24 07:12,0,1,The adventure begins! On my way to #LAX via #virginamerica . Ready to #coach & #lead . #HR pic.twitter.com/MbXQVoGKUi – bei Washington Dulles International Airport (IAD),#LAX #virginamerica #coach #lead #HR
iamlangd,2017-09-23 21:12,0,0,Take me on a journey and I will never look back #jamesriver #virginamerica #river … https://www. instagram.com/p/BZZ6Xk7g1Dx/,#jamesriver #virginamerica #river
ChadJamesSpeaks,2017-09-23 18:37,0,0,Flight attendant photographs behind the scenes of Virgin America http://www. cnn.com/travel/article /virgin-america-behind-the-scenes-photography/index.html … #VirginAmerica,#VirginAmerica
