username,date,retweets,favorites,text,hashtags,sentiment
MilesDeals,2017-10-08 21:06,0,0,Roundtrip Flight: New York to Los Angeles (or Vice Versa) $206 (Travel Jan-Feb) #VirginAmerica #LosAngeles https:// milesreport.com/us/los-angeles /deals#t14191 â¦,#VirginAmerica #LosAngeles #t14191,neutral
FlyGirl421,2017-10-08 20:45,0,0,"@VirginAmerica pilots weren't here, but only 20 mins behind schedule.... #notbad #virginamerica #dallasbound",#notbad #virginamerica #dallasbound,neutral
flydealfare,2017-10-08 19:13,0,0,"#VirginAmerica Reviews, #BaggagePolicies , & Specific Allowances! #carryon #facilities http:// blog.flydealfare.com/virgin-america -reviews-baggage-policies-specific-allowances/ â¦ pic.twitter.com/sVZ6MiDhoc",#VirginAmerica #BaggagePolicies #carryon #facilities,neutral
julianna12369,2017-10-08 09:30,0,0,Morning Mimosa! #virginamerica #vacation @LAX Terminal 6 https://www. instagram.com/p/BZ_R9_7g35X/,#virginamerica #vacation,neutral
ChadJamesSpeaks,2017-10-07 20:33,0,0,Virgin America Flights to be Operated by Alaska in April 2018 - https:// airlinegeeks.com/2017/10/07/vir gin-america-flights-to-be-operated-by-alaska-in-april-2018/ â¦ #VirginAmerica #AlaskaAirlines,#VirginAmerica #AlaskaAirlines,neutral
ChadJamesSpeaks,2017-10-07 20:31,0,0,Virgin America Credit Card to Expire After Airline Merger https://www. nerdwallet.com/blog/credit-ca rds/virgin-america-credit-card-to-expire-after-airline-merger/#.Wdlx6ecEETA.twitter â¦ #VirginAmerica #CommenityBank,# #VirginAmerica #CommenityBank,neutral
Pikaroth,2017-10-07 18:58,0,0,"Our plane has arrived! Disneyland, here we come! #disney #waltdisney #disneyland #virginamerica â¦ https://www. instagram.com/p/BZ9uNmBhq72/",#disney #waltdisney #disneyland #virginamerica,positive
mermaidrhea,2017-10-07 17:48,0,1,Day triiiiips. #airplaneviews #rockymountains #virginamerica https://www. instagram.com/p/BZ9mKtYggOE/,#airplaneviews #rockymountains #virginamerica,positive
BFPTravel,2017-10-07 12:40,0,1,Check out this behind the scenes #photography from a #VirginAmerica flight attendant http:// ow.ly/QvdB30fGpJX @CNNTravel #travel #bts,#photography #VirginAmerica #travel #bts,positive
foppish_bum,2017-10-07 06:53,1,0,The windows were so scratched up and dirty on #N626VA #VirginAmerica 1418. This was seat 1A. #AvGeek #AviationGe â¦ http:// ift.tt/2y6U0Ou pic.twitter.com/jZ1KZ0RGcw,#N626VA #VirginAmerica #AvGeek #AviationGe,neutral
foppish_bum,2017-10-07 01:20,0,0,So pink! Losing my #ElevateGold status at the end of this year. #VirginAmerica 1418 #Airbus #A320 #AvGeek #Aviatio â¦ http:// ift.tt/2wDr3qb pic.twitter.com/rQEUTCqraB,#ElevateGold #VirginAmerica #Airbus #A320 #AvGeek #Aviatio,neutral
DesthaPermadi,2017-10-06 22:36,0,0,Evening rush #a320 #flybyebaby #seatac #virginamerica #planeaddict #avgeek @Seattle-Tacomaâ¦ https://www. instagram.com/p/BZ7iVc8H5sU/,#a320 #flybyebaby #seatac #virginamerica #planeaddict #avgeek,positive
EugenMPax,2017-10-06 19:03,0,0,@VirginAmerica Nicole McPherson at FLL is amazing. Great customer service. Signed - a happy customer. #AlaskaAirlines #VirginAmerica,#AlaskaAirlines #VirginAmerica,positive
KareenY86,2017-10-06 13:55,0,0,Best flight ever! #VirginAmerica #LAbound @Virgin America Flight 321 To Lax https://www. instagram.com/p/BZ6mA35ALzW/,#VirginAmerica #LAbound,positive
PointsLounge,2017-10-06 12:37,0,0,"#RIP , Redwood. #VirginAmerica #AlaskaAirlines #Travel #TT #TTOT https:// twitter.com/OneMileataTime /status/916339904015228928 â¦",#RIP #VirginAmerica #AlaskaAirlines #Travel #TT #TTOT,positive
Aviationizer,2017-10-06 07:26,0,0,#VirginAmerica flights become #Alaska next April http:// aviation.trendolizer.com/2017/10/virgin -america-flights-become-alaska-next-april.html â¦ pic.twitter.com/jUJht208fs,#VirginAmerica #Alaska,neutral
Speedbird007,2017-10-06 03:28,0,2,A321neo looking awesome in #virginamerica livery Craig,#virginamerica,positive
dcaspotting,2017-10-05 20:36,11,43,Finally caught the A321 Neo! #flying #avgeek #aviation #airbusa321neo #virginamerica pic.twitter.com/3z8KNwmChj,#flying #avgeek #aviation #airbusa321neo #virginamerica,positive
FlyGlobeHopper,2017-10-05 20:36,0,0,Awesome Deals departing #SanFrancisco on #VirginAmerica http:// bit.ly/2xhWjz8 #travel #bayarea #SFO pic.twitter.com/5IPmbpOHMg,#SanFrancisco #VirginAmerica #travel #bayarea #SFO,neutral
speedkitty,2017-10-05 16:57,0,1,Cotton ball cloudscape #altocumulus #iloveclouds #virginamerica #dallastosf https://www. instagram.com/p/BZ4WuLpnBfY/,#altocumulus #iloveclouds #virginamerica #dallastosf,neutral
trueviralnews,2017-10-05 14:13,0,0,This Flight Attendant Shares Photos Of ... #FlightAttendants #VirginAmerica #VirginAmericaBehindTheScenes #news http:// wp.me/p7twou-crfI,#FlightAttendants #VirginAmerica #VirginAmericaBehindTheScenes #news,positive
merv,2017-10-05 12:29,0,2,"Kudos to #virginamerica - as usual, they're watching twitter and immediately responded to a question i had. Why we love this airline.",#virginamerica,positive
merv,2017-10-05 11:58,0,0,"Hm. Nobody at #virginamerica desk at MCO. I'm early, but this is unexpected.",#virginamerica,positive
davidfransen1,2017-10-04 22:01,0,0,Best airline! #virginamerica #sfo @San Francisco International Airport https://www. instagram.com/p/BZ2Uv6hAzGq/,#virginamerica #sfo,positive
localmarke,2017-10-04 19:00,0,2,#QuoteWednesday #Quote #RichardBranson #VirginAmerica #Inspiration #Motivation #Opportunities #LocalMarkeLLC pic.twitter.com/qh0U2sUNTe,#QuoteWednesday #Quote #RichardBranson #VirginAmerica #Inspiration #Motivation #Opportunities #LocalMarkeLLC,positive
domkingston,2017-10-04 18:04,0,0,Ready to go home. #LasVegas #McCarranAirport #VirginAmerica @Virginâ¦ https://www. instagram.com/p/BZ13sC5AnKi1 J7qbz84_3fSr9sTBbLQ4Uk4USg0/ â¦,#LasVegas #McCarranAirport #VirginAmerica,neutral
domkingston,2017-10-04 17:47,0,0,Ready to go home. #LasVegas #McCarranAirport #VirginAmerica @Virginâ¦ https://www. instagram.com/p/BZ13sC5AnKi1 J7qbz84_3fSr9sTBbLQ4Uk4USg0/ â¦,#LasVegas #McCarranAirport #VirginAmerica,neutral
OlivaPro,2017-10-04 17:07,0,0,#hisandhers #bacardi #baileys #virginamerica #foml @Las Vegasâ¦ https://www. instagram.com/p/BZ1zKMmh9EHF byVAFDbeiTgGQ2wn_ga2_BtnuA0/ â¦,#hisandhers #bacardi #baileys #virginamerica #foml,neutral
DuchessofDermis,2017-10-04 16:52,0,0,Back in Cali #california #virginamerica #baby #grandbaby #sanfrancisco #family #fly #clouds â¦ https://www. instagram.com/p/BZ1xaAuHswz/,#california #virginamerica #baby #grandbaby #sanfrancisco #family #fly #clouds,positive
OlivaPro,2017-10-04 15:27,0,0,#foml #lovetrip #virginamerica #skullisland @LAX - Los Angelesâ¦ https://www. instagram.com/p/BZ1nnOpBNHJ7 0AA34_o565LUkGxFPDYgeGBh3U0/ â¦,#foml #lovetrip #virginamerica #skullisland,positive
BlackCatStyling,2017-10-04 13:44,0,0,NYC BOUND Going to use my #vintage coat collar as my pillow #virginamerica #feelingcosy @â¦ https://www. instagram.com/p/BZ1b62pl4U9/,#vintage #virginamerica #feelingcosy,neutral
PEEPERSJ,2017-10-04 13:31,0,0,Really #virginamerica I have a 6 hr flight w a back injury and only my seat is broken/missing the button to recline. #ididntpay4this pic.twitter.com/hQDBMRvabl,#virginamerica #ididntpay4this,negative
TimLawyermahone,2017-10-04 09:51,0,0,Ready to fly to see my girl. Canât wait itâs been a long time #virginamerica #chicagoohare @â¦ https://www. instagram.com/p/BZ1BPrSAgwf/,#virginamerica #chicagoohare,positive
pldxorg,2017-10-04 09:50,0,0,#RichardBranson Proves True #Leadership Comes Down to 1 Rare Trait: https:// buff.ly/2gb83cp by @MarcelSchwantes #VirginAmerica pic.twitter.com/xEPVneC27U,#RichardBranson #Leadership #VirginAmerica,neutral
Aviationizer,2017-10-04 09:48,0,0,Review: #VirginAmerica Main Cabin Select - One Mile at a Time #Alaska #Washington http:// aviation.trendolizer.com/2017/10/review -virgin-america-main-cabin-select---one-mile-at-a-time.html â¦ pic.twitter.com/9WXhH1ZRt9,#VirginAmerica #Alaska #Washington,neutral
foppish_bum,2017-10-04 09:46,1,1,Canât think of something deep to write. #VirginAmerica #Airbus #A320 a few weeks ago heading to LA. #AvGeek #Avi â¦ http:// ift.tt/2yWlcOd pic.twitter.com/S14KixcyYh,#VirginAmerica #Airbus #A320 #AvGeek #Avi,neutral
jboyejacob,2017-10-04 08:29,0,0,https://www. inc.com/marcel-schwant es/in-his-farewell-letter-to-virgin-america-richard-branson-displays-this-1-rare-leadership-trait.html â¦ #virginamerica . Care from the top. Heartwarming to see.,#virginamerica,positive
patriciadcdc,2017-10-04 00:52,0,1,"#VirginAmerica 's OT 3 crew on the SFO-Dulles route needs #Trader Joe employee training. They were a cold bunch, straight from Alaska's ice.",#VirginAmerica #Trader,positive
HUGE816,2017-10-03 21:12,0,0,How far along are discussions and what is the possibility of #VirginAmerica reincarnating? #USAAirlinesSUCK,#VirginAmerica #USAAirlinesSUCK,neutral
connorsplace,2017-10-03 18:42,0,1,Itâs time for an adventure. #NewYork #Vacation #VirginAmerica pic.twitter.com/Yc0hLKCVmK,#NewYork #Vacation #VirginAmerica,positive
Floodauction,2017-10-03 16:03,1,0,#alaskaairlines #alaskaair #virginamerica #virginairlines #flights #airtravel #airline #airlines â¦ https://www. instagram.com/p/BZzG79ugNPf/,#alaskaairlines #alaskaair #virginamerica #virginairlines #flights #airtravel #airline #airlines,positive
mcbluester118,2017-10-03 10:04,0,1,First time flying Virgin America! #virginamerica #travel #NewYork #london #paris #italy #vacation pic.twitter.com/Au2K7GqucR,#virginamerica #travel #NewYork #london #paris #italy #vacation,positive
dtyagi,2017-10-03 09:53,0,1,@AlaskaAir - I don't fly #VirginAmerica even if cheaper. I bought this tkt w/ u but had same issues I had a year ago with them. Plz fix them,#VirginAmerica,negative
theeBryanDodds,2017-10-03 09:37,0,3,Here...I....go! #latonyc #virginamerica #work #actorslife #stuntlife #entertainer #ashvsevildead #starz pic.twitter.com/ltECg3jW9m,#latonyc #virginamerica #work #actorslife #stuntlife #entertainer #ashvsevildead #starz,positive
DanielJCruz,2017-10-03 08:34,0,0,"Time to fly #virginamerica #sfo (@Chicago O'Hare International Airport in Chicago, IL) https://www. swarmapp.com/c/9sM3VyvEjkB pic.twitter.com/RYKDcpeO9K",#virginamerica #sfo,neutral
Continental1K,2017-10-03 08:19,1,0,Looks like @AlaskaAir is not converting @VirginAmerica 's @askcomenity #creditcard holders. #comenity #virginamerica #alaskaair #merger pic.twitter.com/V2ZmlSpjeB,#creditcard #comenity #virginamerica #alaskaair #merger,neutral
goldengirlgigi,2017-10-03 08:18,0,0,BARBEE BITCH #TURN UP THE LIGHTS IN HERE BABY BARBEE LITES BARBEE FLIGHTS #VIRGINAMERICA â¦ https://www. instagram.com/p/BZyRxYFB2Zz/,#TURN #VIRGINAMERICA,neutral
campusmoviefest,2017-10-02 17:51,0,2,We're switching up our in-flight movies once again! Did your film make it to the skies? #VirginAmerica #CMFinFlight https:// campusmoviefest.com/va pic.twitter.com/xtAN7C4x1u,#VirginAmerica #CMFinFlight,positive
TheJohnRiddle,2017-10-02 17:20,0,0,"@AlaskaAir , cool, and now just got the notification about my #VirginAmericaVisa card closing. The fun times continue... #VirginAmerica #Visa",#VirginAmericaVisa #VirginAmerica #Visa,positive
c_kim,2017-10-02 10:28,0,0,#jetsetting to #boulder for work #travel #norahtales #sfo #virginamerica #dogsofinstagram @â¦ https://www. instagram.com/p/BZv75sXnhMp/,#jetsetting #boulder #travel #norahtales #sfo #virginamerica #dogsofinstagram,neutral
AvgeekMel,2017-10-02 03:00,9,29,A319 N522VA @VirginAmerica passing in front of the tower at @LASairport #avgeek #VirginAmerica #A319 #LAS #Aviation #Airbus pic.twitter.com/FZApHgixdW,#avgeek #VirginAmerica #A319 #LAS #Aviation #Airbus,positive
romesf415,2017-10-01 16:58,0,0,View of #sanfrancisco from the sky. #virginamerica #picoftheday #photooftheday https://www. instagram.com/p/BZuDrL7l_Ju/,#sanfrancisco #virginamerica #picoftheday #photooftheday,positive
romesf415,2017-10-01 16:44,0,3,#raindrops #pdx #portland #virginamerica #picoftheday #photooftheday #airport @Portlandâ¦ https://www. instagram.com/p/BZuCE8pl3Yq/,#raindrops #pdx #portland #virginamerica #picoftheday #photooftheday #airport,neutral
TravelExplored,2017-10-01 10:15,0,0,Sharing my experience of #VirginAustralia and #VirginAmerica travelling from #Brisbane to #Seattle http://www. travelexplored.com/brisbane-seatt le/ â¦ pic.twitter.com/MmMyypm6n7,#VirginAustralia #VirginAmerica #Brisbane #Seattle,positive
ChadJamesSpeaks,2017-10-01 01:01,0,0,"Netflix Takes to Skies, Pitching Airlines on In-Flight Streaming Tech http:// variety.com/2017/digital/n ews/netflix-airlines-in-flight-streaming-technology-free-wifi-b1202569965/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom&utm_id=1202569965 â¦ #VirginAmerica #Netflix",#utm_medium #VirginAmerica #Netflix,positive
yazb,2017-10-01 00:47,0,0,A sweet view earlier today on my way home #virginamerica https://www. instagram.com/p/BZsUh1tArgl/,#virginamerica,positive
lwsantiago,2017-09-30 21:19,0,0,#virginamerica #tillthewheelsfalloff #moodlight #ride #airbus #crewfie #sanfrancisco #sfo â¦ https://www. instagram.com/p/BZr8trtAkQu/,#virginamerica #tillthewheelsfalloff #moodlight #ride #airbus #crewfie #sanfrancisco #sfo,positive
vbella23,2017-09-30 14:40,0,0,Afternoon wind down on #VirginAmerica Flight iPad Water Bailey's Autopilot Kit - eye mask toâ¦ https://www. instagram.com/p/BZrOGgSDUcc/,#VirginAmerica,neutral
ashleyelainexo,2017-09-30 11:52,0,0,#VirginAmerica,#VirginAmerica,neutral
bjleidl,2017-09-30 09:37,0,0,#virginamerica #airbus #a320214 #realsteel #n842va at #san #avgeek #instaaviation #instaplanes @â¦ https://www. instagram.com/p/BZqsYhShnq0/,#virginamerica #airbus #a320214 #realsteel #n842va #san #avgeek #instaaviation #instaplanes,neutral
mermaidrhea,2017-09-29 21:50,0,0,I have the song from our safety video stuck in my head & now is not the time for this. #virginamerica #tryingtosleep,#virginamerica #tryingtosleep,positive
ILoveFashionDuh,2017-09-29 21:41,0,0,I will NEVERR fly coach again!! I have to fly first class for now on.I was literally about to cry #VirginAmerica I still love you though,#VirginAmerica,positive
BSocialNetworks,2017-09-29 05:54,0,0,#VirginAmerica deja de existir pronto. Un legado de #RichardBranson #MarketingTurÃ­stico http:// bit.ly/2o2UYpG pic.twitter.com/GfwqjtxbwG,#VirginAmerica #RichardBranson #MarketingTur,neutral
sara_armitage,2017-09-28 16:15,0,0,Can't wait!! #holiday #virginholidays #virginamerica #america #usa #newyork #nyc â¦ https://www. instagram.com/p/BZmQbQZnTEX/,#holiday #virginholidays #virginamerica #america #usa #newyork #nyc,neutral
LynnBurns11,2017-09-28 13:51,0,0,Back in the Southwest! #labound #lbtravels #virginamerica #branson #workandplay #la â¦ https://www. instagram.com/p/BZl_6RMnKZi/,#labound #lbtravels #virginamerica #branson #workandplay #la,positive
DesthaPermadi,2017-09-28 11:59,0,0,Evening rush #a321neo #neokidontheblock #virginamerica #avgeek #seatac @Seattle-Tacomaâ¦ https://www. instagram.com/p/BZlzJALn4Ke/,#a321neo #neokidontheblock #virginamerica #avgeek #seatac,positive
ZDresler,2017-09-28 00:31,0,2,On a #VirginAmerica flight waiting to gate but can't because a #United flight broke down in front of us proving United will fuck you always,#VirginAmerica #United,negative
kellarussell,2017-09-27 07:43,4,16,When you're actually in seat 7a. @DierksBentley #VirginAmerica pic.twitter.com/OfJxTqIiHB,#VirginAmerica,neutral
PhilHoffmannBiz,2017-09-26 21:52,0,0,Last chance to book #VirginAmerica flights using #Velocity points http:// bit.ly/2xIQkCp #TravelTips #RewardsPoints pic.twitter.com/QrJVSk1tvB,#VirginAmerica #Velocity #TravelTips #RewardsPoints,neutral
BrianCalhoun,2017-09-26 16:48,0,0,Itâs about to go down #emptyrow #virginamerica #lax @LAX - Los Angeles International Airport https://www. instagram.com/p/BZhKb7nHv1H/,#emptyrow #virginamerica #lax,positive
Aviationizer,2017-09-26 10:38,0,1,#VirginAmerica fare sale - as low as $49 plus sale to #Hawaii - Points with a Crew #westcoast #SanFrancisco ... http:// aviation.trendolizer.com/2017/09/virgin -america-fare-sale---as-low-as-49-plus-sale-to-hawaii---points-with-a-crew.html â¦ pic.twitter.com/JkKQDjCNWa,#VirginAmerica #Hawaii #westcoast #SanFrancisco,neutral
RecruiterZoe,2017-09-26 09:35,0,0,Food & water collected in the states is sitting in storage. #richardbranson #virginamerica PLEASE #HelpPuertoRico https://www. facebook.com/NowThisNews/vi deos/1611104595646325/ â¦,#richardbranson #virginamerica #HelpPuertoRico,neutral
RecruiterZoe,2017-09-26 09:34,0,0,Food & water collected in the states is sitting in storage. #virginamerica #virginatlantic PLEASE #HelpPuertoRico https://www. facebook.com/NowThisNews/vi deos/1611104595646325/ â¦,#virginamerica #virginatlantic #HelpPuertoRico,neutral
flydealfare,2017-09-26 01:12,0,0,"#VirginAmerica Reviews, #BaggagePolicies , & Specific Allowances! #Reviews #carryonbaggage #virginbaggagepolicy http:// blog.flydealfare.com/virgin-america -reviews-baggage-policies-specific-allowances/ â¦ pic.twitter.com/6zjzCrbefi",#VirginAmerica #BaggagePolicies #Reviews #carryonbaggage #virginbaggagepolicy,neutral
BenjaminArnulf,2017-09-25 21:11,0,0,When you Fly #AmericanAirlines and #VirginAmerica is passing you at the last minute... well done. You won! @VirginAmerica @AmericanAir pic.twitter.com/OuNy7hiWp8,#AmericanAirlines #VirginAmerica,positive
